,"STATEN ISLAND ANNUALIZE SALE FOR 2018.  (All Sales From  January 1, 2018 - December 31, 2018)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
0,Sales File as of 4/11/2019.  Coop Sales Files as of 4/11/2019.,,,,,,,,,,,,,,,,,,,,
1,Neighborhood Name and Descriptive Data is as of Final Roll 18/19,,,,,,,,,,,,,,,,,,,,
2,Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
3,"BOROUGH
","NEIGHBORHOOD
","BUILDING CLASS CATEGORY
",TAX CLASS AS OF FINAL ROLL 18/19,"BLOCK
","LOT
","EASE-MENT
",BUILDING CLASS AS OF FINAL ROLL 18/19,"ADDRESS
","APARTMENT NUMBER
","ZIP CODE
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
","TAX CLASS AT TIME OF SALE
","BUILDING CLASS AT TIME OF SALE
","SALE PRICE
","SALE DATE
"
4,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,5391,65,,A3,22 BLUE HERON DRIVE,,10312,1,0,1,8000,3000,1987,1,A3,1185000,2018-03-19 00:00:00
5,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,5403,8,,A1,254 SHIRLEY AVENUE,,10312,1,0,1,7500,3205,1970,1,A1,915000,2018-12-21 00:00:00
6,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,5404,46,,A1,119 LENZIE STREET,,10312,1,0,1,8000,3660,1998,1,A1,1250000,2018-11-01 00:00:00
7,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,5406,26,,A2,87 ELMBANK STREET,,10312,1,0,1,5000,912,1950,1,A2,530000,2018-04-27 00:00:00
8,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,5408,7,,A2,192 BATHGATE STREET,,10312,1,0,1,2500,572,1930,1,A2,375000,2018-09-27 00:00:00
9,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,5425,31,,A2,7 SANDGAP STREET,,10312,1,0,1,2500,624,1925,1,A2,208000,2018-08-29 00:00:00
10,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6205,41,,A5,68 SEGUINE PLACE,,10312,1,0,1,2243,1373,1986,1,A5,460000,2018-03-23 00:00:00
11,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6205,65,,A5,24 SEGUINE PLACE,,10312,1,0,1,2267,1320,1986,1,A5,0,2018-10-11 00:00:00
12,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6205,112,,A5,50 MAY PLACE,,10312,1,0,1,2475,2495,1986,1,A5,525000,2018-10-22 00:00:00
13,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6205,112,,A5,50 MAY PLACE,,10312,1,0,1,2475,2495,1986,1,A5,638729,2018-04-24 00:00:00
14,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6205,119,,A5,34 MAY PLACE,,10312,1,0,1,2475,2495,1986,1,A5,625000,2018-06-28 00:00:00
15,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6211,6,,A5,31 EAGAN AVENUE,,10312,1,0,1,1800,1825,1986,1,A5,500000,2018-10-18 00:00:00
16,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6211,22,,A5,5 EAGAN AVENUE,,10312,1,0,1,1508,1521,1986,1,A5,346788,2018-11-29 00:00:00
17,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6211,38,,A5,94 SEGUINE PLACE,,10312,1,0,1,2300,1320,1986,1,A5,100,2018-03-23 00:00:00
18,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6211,38,,A5,94 SEGUINE PLACE,,10312,1,0,1,2300,1320,1986,1,A5,395460,2018-09-20 00:00:00
19,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6211,41,,A5,90 SEGUINE PLACE,,10312,1,0,1,1508,1068,1986,1,A5,0,2018-06-13 00:00:00
20,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6212,161,,A5,97 JEANETTE AVENUE,,10312,1,0,1,2720,1734,2007,1,A5,0,2018-02-02 00:00:00
21,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6214,10,,A2,147 FABIAN STREET,,10312,1,0,1,4200,1848,1965,1,A2,0,2018-06-12 00:00:00
22,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6214,47,,A1,76 EAGAN AVENUE,,10312,1,0,1,10000,1718,0,1,A1,625000,2018-02-28 00:00:00
23,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6216,42,,A5,36 EAGAN AVENUE,,10312,1,0,1,2333,1515,1992,1,A5,475000,2018-08-17 00:00:00
24,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6216,141,,A5,34 EAGAN AVENUE,,10312,1,0,1,1333,1010,1992,1,A5,427000,2018-12-10 00:00:00
25,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6219,7,,A5,70 LORRAINE AVENUE,,10312,1,0,1,2730,1700,2004,1,A5,542500,2018-03-19 00:00:00
26,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6219,24,,A5,49 ENDVIEW STREET,,10312,1,0,1,2260,1700,2004,1,A5,555000,2018-01-31 00:00:00
27,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6220,14,,A5,45 BARB STREET,,10312,1,0,1,1585,1339,2004,1,A5,542000,2018-11-15 00:00:00
28,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6220,15,,A5,43 BARB STREET,,10312,1,0,1,1585,1339,2004,1,A5,545000,2018-12-17 00:00:00
29,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6220,64,,A5,42 ENDVIEW STREET,,10312,1,0,1,2678,1344,2003,1,A5,560000,2018-01-08 00:00:00
30,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6220,65,,A5,46 ENDVIEW STREET,,10312,1,0,1,2678,1344,2003,1,A5,525417,2018-01-19 00:00:00
31,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6221,15,,A1,1014 ARDEN AVENUE,,10312,1,0,1,3150,768,1925,1,A1,0,2018-07-16 00:00:00
32,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6221,15,,A1,1014 ARDEN AVENUE,,10312,1,0,1,3150,768,1925,1,A1,0,2018-09-10 00:00:00
33,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6221,26,,A1,1036 ARDEN AVENUE,,10312,1,0,1,3885,2448,1925,1,A1,0,2018-09-19 00:00:00
34,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6221,63,,A1,11 JEANNETTE AVENUE,,10312,1,0,1,4640,2350,2006,1,A1,945000,2018-06-19 00:00:00
35,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6222,33,,A5,58 JEANNETTE AVENUE,,10312,1,0,1,2490,1600,2004,1,A5,610000,2018-11-30 00:00:00
36,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6226,1,,A1,808 ARDEN AVENUE,,10312,1,0,1,6450,1648,1925,1,A1,755000,2018-11-05 00:00:00
37,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6226,95,,A1,59 JEFFERSON BOULEVARD,,10312,1,0,1,4700,2208,1910,1,A1,620000,2018-07-06 00:00:00
38,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6226,115,,A1,973 CARLTON BOULEVARD,,10312,1,0,1,13561,1484,1915,1,A1,635000,2018-10-10 00:00:00
39,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6227,7,,A2,111 JEFFERSON BOULEVARD,,10312,1,0,1,6069,1275,1965,1,A2,0,2018-10-01 00:00:00
40,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6228,59,,A1,143 DETROIT AVENUE,,10312,1,0,1,4000,1092,1925,1,A1,479000,2018-06-19 00:00:00
41,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6228,67,,A1,159 DETROIT AVENUE,,10312,1,0,1,4000,1584,1940,1,A1,650000,2018-11-09 00:00:00
42,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6229,68,,A1,165 EDGEGROVE AVENUE,,10312,1,0,1,4000,2168,1915,1,A1,740000,2018-07-30 00:00:00
43,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6234,13,,A2,244 SHELDON AVENUE,,10312,1,0,1,4000,1144,1965,1,A2,569000,2018-06-01 00:00:00
44,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6234,59,,A2,193 RENSSELAER AVENUE,,10312,1,0,1,4000,2100,1970,1,A2,0,2018-09-13 00:00:00
45,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6234,59,,A2,193 RENSSELAER AVENUE,,10312,1,0,1,4000,2100,1970,1,A2,0,2018-05-21 00:00:00
46,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6235,27,,A2,140 SINCLAIR AVENUE,,10312,1,0,1,4000,1176,1965,1,A2,875000,2018-09-07 00:00:00
47,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6236,12,,A5,224 STAFFORD AVENUE,,10312,1,0,1,3000,1850,2000,1,A5,0,2018-07-19 00:00:00
48,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6236,37,,A1,154 STAFFORD AVE,,10312,1,0,1,4000,1488,1935,1,A1,315000,2018-12-19 00:00:00
49,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6237,22,,A1,214 VINELAND AVENUE,,10312,1,0,1,4000,2350,2005,1,A1,0,2018-07-26 00:00:00
50,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6240,126,,A3,8 ROGERS PLACE,,10312,1,0,1,22800,6171,1989,1,A3,1523844,2018-12-27 00:00:00
51,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6242,60,,A1,45 SUMMIT PLACE,,10312,1,0,1,7150,2056,1965,1,A1,725000,2018-01-03 00:00:00
52,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6243,25,,A5,18 SHERIDAN PLACE,,10312,1,0,1,2750,1720,2000,1,A5,600000,2018-07-23 00:00:00
53,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6243,64,,A1,43 MOSELY AVENUE,,10312,1,0,1,5500,2554,1920,1,A1,930000,2018-09-17 00:00:00
54,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,129,,A2,959 ANNADALE ROAD,,10312,1,0,1,7695,1848,1960,1,A2,0,2018-08-21 00:00:00
55,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,175,,A2,65 PINE TERRACE,,10312,1,0,1,4500,1144,1960,1,A2,530000,2018-12-06 00:00:00
56,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6247,37,,A1,1033 ANNADALE ROAD,,10312,1,0,1,4470,1578,1925,1,A1,505000,2018-12-11 00:00:00
57,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,153,,A1,19 ELY AVENUE,,10312,1,0,1,5040,1768,1965,1,A1,0,2018-03-27 00:00:00
58,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,216,,A1,998 ANNADALE ROAD,,10312,1,0,1,3922,1608,2012,1,A1,845000,2018-07-26 00:00:00
59,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,268,,A2,145 NORTH PINE TERRACE,,10312,1,0,1,7920,1912,1965,1,A2,767000,2018-05-08 00:00:00
60,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,272,,A2,137 NORTH PINE TERRACE,,10312,1,0,1,4720,2008,1965,1,A2,0,2018-06-21 00:00:00
61,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,627,,A3,52 BENNETT AVENUE,,10312,1,0,1,20800,3959,1991,1,A3,992793,2018-11-26 00:00:00
62,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6260,42,,A2,132 JEFFERSON BLVD,,10312,1,0,1,7350,912,1940,1,A2,425880,2018-12-12 00:00:00
63,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6261,13,,A2,245 IONIA AVENUE,,10312,1,0,1,8000,688,0,1,A2,700000,2018-02-09 00:00:00
64,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6264,27,,A1,212 RATHBUN AVENUE,,10312,1,0,1,14320,2000,1920,1,A1,0,2018-06-25 00:00:00
65,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6265,47,,A2,217 RATHBUN AVENUE,,10312,1,0,1,4000,2133,1975,1,A2,570000,2018-05-07 00:00:00
66,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6267,6,,A5,236 SINCLAIR AVENUE,,10312,1,0,1,2520,1216,2002,1,A5,530000,2018-03-06 00:00:00
67,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6268,55,,A1,203 SINCLAIR AVENUE,,10312,1,0,1,4000,1128,1945,1,A1,529000,2018-06-08 00:00:00
68,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6268,62,,A1,215 SINCLAIR AVENUE,,10312,1,0,1,4000,2250,2000,1,A1,865000,2018-03-22 00:00:00
69,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6269,65,,A2,273 STAFFORD AVENUE,,10312,1,0,1,14850,2100,1955,1,A2,0,2018-09-21 00:00:00
70,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6270,56,,A1,309 VINELAND AVENUE,,10312,1,0,1,3805,2212,2005,1,A1,750000,2018-11-01 00:00:00
71,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6271,13,,A1,478 JEFFERSON BOULEVARD,,10312,1,0,1,4000,1804,1940,1,A1,917500,2018-07-25 00:00:00
72,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6272,4,,A1,738 WOODROW ROAD,,10312,1,0,1,7592,964,1940,1,A1,515000,2018-01-22 00:00:00
73,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6277,68,,A1,338 EDGEGROVE AVENUE,,10312,1,0,1,4000,1920,1960,1,A1,750000,2018-06-04 00:00:00
74,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6278,62,,A2,338 IONIA AVENUE,,10312,1,0,1,4000,1170,1960,1,A2,550000,2018-09-13 00:00:00
75,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6279,166,,A1,164 NORTH RAILROAD ST,,10312,1,0,1,4000,2138,1975,1,A1,575000,2018-03-02 00:00:00
76,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6280,5,,A2,426 EDGEGROVE AVENUE,,10312,1,0,1,4000,2002,1973,1,A2,0,2018-11-05 00:00:00
77,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6281,30,,A1,90 ALBEE AVENUE,,10312,1,0,1,4050,2087,1979,1,A1,0,2018-02-15 00:00:00
78,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6287,43,,A2,346 RATHBUN AVENUE,,10312,1,0,1,4000,1196,1970,1,A2,475000,2018-12-19 00:00:00
79,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6297,47,,A2,463 IONIA AVENUE,,10312,1,0,1,4000,1968,1970,1,A2,0,2018-05-18 00:00:00
80,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6298,13,,A2,100 RAMONA AVENUE,,10312,1,0,1,4000,1890,1975,1,A2,690000,2018-08-03 00:00:00
81,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6321,18,,A1,5193 AMBOY ROAD,,10312,1,0,1,3800,1560,1925,1,A1,10,2018-08-09 00:00:00
82,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6352,31,,A1,123 PEARE PLACE,,10312,1,0,1,6500,2530,1983,1,A1,820000,2018-12-11 00:00:00
83,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6353,20,,A1,130 PEARE PLACE,,10312,1,0,1,9000,4034,1984,1,A1,0,2018-02-01 00:00:00
84,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6354,21,,A1,132 RYAN PLACE,,10312,1,0,1,6000,3000,1983,1,A1,950000,2018-08-24 00:00:00
85,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6354,27,,A2,129 BAYVIEW TERRACE,,10312,1,0,1,6004,1440,1998,1,A2,750000,2018-08-17 00:00:00
86,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6354,36,,A2,673 BARCLAY AVENUE,,10312,1,0,1,4000,1120,1930,1,A2,0,2018-03-23 00:00:00
87,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6354,46,,A3,120 BAYVIEW TERRACE,,10312,1,0,1,4519,3550,1990,1,A3,951045,2018-11-19 00:00:00
88,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6359,29,,A1,7 RYAN PLACE,,10312,1,0,1,6018,2215,1984,1,A1,790000,2018-10-10 00:00:00
89,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6360,38,,A1,14 RYAN PLACE,,10312,1,0,1,6000,2998,1982,1,A1,1015000,2018-11-16 00:00:00
90,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6361,6,,A1,241 KINGHORN STREET,,10312,1,0,1,9030,3432,1983,1,A1,0,2018-05-16 00:00:00
91,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6361,56,,A1,152 NOEL STREET,,10312,1,0,1,6440,2510,1983,1,A1,880000,2018-01-04 00:00:00
92,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6364,40,,A1,192 NOEL STREET,,10312,1,0,1,6600,2521,1975,1,A1,367500,2018-10-11 00:00:00
93,5,ANNADALE,01 ONE FAMILY DWELLINGS,1B,6367,29,,V0,50 WEAVER STREET,,10312,0,0,0,12600,0,0,1,A1,875000,2018-06-22 00:00:00
94,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6369,20,,A1,290 KOCH BOULEVARD,,10312,1,0,1,9900,3000,1986,1,A1,1345000,2018-04-30 00:00:00
95,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6369,27,,A3,280 KOCH BOULEVARD,,10312,1,0,1,9800,2520,1987,1,A3,0,2018-08-21 00:00:00
96,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6370,22,,A1,138 WEAVER STREET,,10312,1,0,1,8000,2500,1975,1,A1,0,2018-01-19 00:00:00
97,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6371,44,,A1,260 HOLDRIDGE AVENUE,,10312,1,0,1,7760,2343,1970,1,A1,10,2018-06-29 00:00:00
98,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6371,44,,A1,260 HOLDRIDGE AVENUE,,10312,1,0,1,7760,2343,1970,1,A1,10,2018-07-26 00:00:00
99,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6372,36,,A1,216 HOLDRIDGE AVENUE,,10312,1,0,1,5500,2400,2003,1,A1,945000,2018-07-10 00:00:00
100,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6372,49,,A3,111 JANSEN STREET,,10312,1,0,1,6000,3209,1970,1,A3,0,2018-04-02 00:00:00
101,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6382,67,,A1,139 TALLMAN STREET,,10312,1,0,1,4000,2275,1980,1,A1,735000,2018-07-16 00:00:00
102,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6407,12,,A1,275 NOEL STREET,,10312,1,0,1,12000,2116,1983,1,A1,0,2018-03-26 00:00:00
103,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6421,1,,A1,226 TALLMAN STREET,,10312,1,0,1,8000,4500,1980,1,A1,540000,2018-08-24 00:00:00
104,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6421,1,,A1,226 TALLMAN STREET,,10312,1,0,1,8000,4500,1980,1,A1,0,2018-09-19 00:00:00
105,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6421,57,,A1,256 TALLMAN STREET,,10312,1,0,1,8000,3389,1980,1,A1,869900,2018-07-26 00:00:00
106,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6421,62,,A2,248 TALLMAN,,10312,1,0,1,8000,2600,1980,1,A2,0,2018-07-25 00:00:00
107,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6424,14,,A2,234 BARCLAY AVENUE,,10312,1,0,1,4000,1776,1975,1,A2,645000,2018-04-03 00:00:00
108,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6425,49,,A3,71 LIPSETT AVENUE,,10312,1,0,1,6000,3000,1990,1,A3,0,2018-04-06 00:00:00
109,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6441,99,,A1,8 DOLE STREET,,10312,1,0,1,4800,798,1935,1,A1,485000,2018-08-30 00:00:00
110,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6442,7,,A3,309 POILLON AVENUE,,10312,1,0,1,8465,3360,2004,1,A3,0,2018-04-10 00:00:00
111,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6452,2,,A1,40 ZEPHYR AVENUE,,10312,1,0,1,6580,1584,1965,1,A1,803600,2018-10-23 00:00:00
112,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6454,7,,A5,480 PHILIP AVENUE,,10312,1,0,1,2160,1140,1970,1,A5,0,2018-11-06 00:00:00
113,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6456,21,,A1,440 PHILIP AVENUE,,10312,1,0,1,7200,3800,1996,1,A1,0,2018-09-07 00:00:00
114,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,210,,A3,70 NICOLOSI DRIVE,,10312,1,0,1,28539,8000,1997,1,A3,2400000,2018-03-06 00:00:00
115,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,260,,A3,25 NICOLOSI DRIVE,,10312,1,0,1,10500,5600,1989,1,A3,1762500,2018-06-29 00:00:00
116,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,523,,A5,349 ARBUTUS AVENUE,,10312,1,0,1,1547,1426,2011,1,A5,629900,2018-12-05 00:00:00
117,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6505,42,,A1,421 JANSEN STREET,,10312,1,0,1,8280,4280,1995,1,A1,1140000,2018-06-26 00:00:00
118,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6517,18,,A3,10 JANSEN COURT,,10312,1,0,1,9000,4878,1995,1,A3,0,2018-10-02 00:00:00
119,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6517,18,,A3,10 JANSEN COURT,,10312,1,0,1,9000,4878,1995,1,A3,0,2018-10-02 00:00:00
120,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6517,18,,A3,10 JANSEN COURT,,10312,1,0,1,9000,4878,1995,1,A3,0,2018-10-03 00:00:00
121,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6517,18,,A3,10 JANSEN COURT,,10312,1,0,1,9000,4878,1995,1,A3,1450000,2018-11-23 00:00:00
122,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6517,43,,A1,50 ARBUTUS WAY,,10312,1,0,1,17400,3260,1985,1,A1,1300000,2018-01-19 00:00:00
123,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6523,59,,A1,45 ARBUTUS AVENUE,,10312,1,0,1,13020,2548,1941,1,A1,10,2018-04-19 00:00:00
124,5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6523,90,,A1,14 SERENA COURT,,10312,1,0,1,8188,2439,2016,1,A1,895041,2018-01-24 00:00:00
125,5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5391,69,,B2,14 BLUE HERON DRIVE,,10312,2,0,2,8000,4597,1991,1,B2,1360000,2018-10-10 00:00:00
126,5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5425,9,,B2,4678 HYLAN BOULEVARD,,10312,2,0,2,5742,1906,1982,1,B2,771500,2018-07-10 00:00:00
127,5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6205,86,,B9,19 SEGUINE PLACE,,10312,2,0,2,3250,1804,1986,1,B9,0,2018-12-20 00:00:00
128,5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6205,92,,B9,35 SEGUINE PLACE,,10312,2,0,2,3250,1804,1986,1,B9,0,2018-02-21 00:00:00
129,5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6209,14,,B2,202 SNEDEN AVENUE,,10312,2,0,2,2600,1592,2005,1,B2,648000,2018-12-04 00:00:00
130,5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6209,21,,B2,216 SNEDEN AVENUE,,10312,2,0,2,2860,1592,2006,1,B2,646000,2018-11-09 00:00:00
131,5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6212,96,,B2,1106 ARDEN AVENUE,,10312,2,0,2,4470,2500,2000,1,B2,855000,2018-09-26 00:00:00
132,5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6212,152,,B2,129 JEANNETTE AVENUE,,10312,2,0,2,2485,2500,2000,1,B2,575000,2018-02-05 00:00:00
133,5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6214,38,,B2,58 EAGAN AVENUE,,10312,2,0,2,5000,3300,1989,1,B2,10,2018-05-08 00:00:00
134,5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6215,63,,B2,195 BARCLAY AVENUE,,10312,2,0,2,12900,3964,1989,1,B2,0,2018-01-04 00:00:00
135,5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6221,9,,B9,1002 ARDEN AVENUE,,10312,2,0,2,2550,1400,2005,1,B9,590000,2018-07-27 00:00:00
136,5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6221,42,,B9,16 RALPH AVENUE,,10312,2,0,2,2400,1580,2004,1,B9,679000,2018-04-30 00:00:00
137,5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6221,44,,B9,18 RALPH AVENUE,,10312,2,0,2,2400,1580,2004,1,B9,0,2018-03-19 00:00:00
138,5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6222,27,,B9,40 JEANNETTE AVENUE,,10312,2,0,2,2825,1600,2004,1,B9,517271,2018-04-24 00:00:00
139,5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6222,27,,B9,40 JEANNETTE AVENUE,,10312,2,0,2,2825,1600,2004,1,B9,585000,2018-12-19 00:00:00
140,5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6226,98,,B2,65 JEFFERSON BOULEVARD,,10312,2,0,2,5650,2228,1983,1,B2,725000,2018-12-13 00:00:00
141,5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6226,98,,B2,65 JEFFERSON BOULEVARD,,10312,2,0,2,5650,2228,1983,1,B2,565000,2018-04-18 00:00:00
142,5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6227,41,,B2,126 DETROIT AVENUE,,10312,2,0,2,4166,3092,2017,1,B2,854311,2018-03-29 00:00:00
143,5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6227,44,,B2,130 DETROIT AVENUE,,10312,2,0,2,4187,3092,2017,1,B2,854311,2018-03-29 00:00:00
144,5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6227,45,,B2,134 DETROIT AVENUE,,10312,2,0,2,3667,3092,2017,1,B2,854311,2018-05-15 00:00:00
145,5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6228,21,,B2,167 DETROIT AVENUE,,10312,2,0,2,8000,2216,0,1,B2,440000,2018-05-10 00:00:00
146,5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6228,21,,B2,167 DETROIT AVENUE,,10312,2,0,2,8000,2216,0,1,B2,555000,2018-05-10 00:00:00
